id,fan_value,neuroticism,agreeableness,extraversion,conscientiousness,openness,personality,values_h,needs,interests,ach,ben,con,dir,hed,pow,sec,sti,tra,uni,cha,clo,cur,est,exc,exp,har,ide,lib,lov,pra,str
1762,0,90,1,35,3,15,neuroticism,universalism,curiosity,"health, hygiene and welfare|politics|insurance|ngos and causes|childish|weather|military|alcoholic drinks|philosophy|environment",8,2,8,3,6,10,4,5,6,1,3,12,1,11,4,1,4,8,4,8,10,7
1763,1,30,20,85,75,30,extraversion,self-direction,self-expresion,"politics|philosophy|internet and telecommunications|shopping|electronics and computers|insurance|weather|health, hygiene and welfare|professional services|financial, banks and economy",9,4,8,1,1,10,4,7,6,1,10,12,5,11,6,1,4,3,7,2,8,8
1764,2,75,20,5,75,10,conscientiousness,benevolence,excitement,"politics|health, hygiene and welfare|medium viral|feeding|electronics and computers|art and culture|animals and pets|ngos and causes|leisure and entertainment|social networks",7,1,6,1,10,7,4,7,4,1,5,12,5,11,1,3,2,10,9,7,3,7
1765,1,85,97,65,98,45,conscientiousness,benevolence,self-expresion,"shopping|feeding|home and housing|financial, banks and economy|art and culture|insurance|animals and pets|drinks without alcohol|politics|books",9,1,4,6,1,9,8,7,4,3,8,12,8,11,5,1,2,5,7,3,8,3
1766,1,1,65,98,90,90,extraversion,benevolence,harmony,,9,1,8,3,3,9,7,6,3,1,9,12,7,11,2,3,1,3,9,3,3,7
1767,1,20,1,1,1,99,openness,benevolence,structure,,7,1,8,5,1,8,1,8,6,1,2,12,6,7,7,7,4,7,3,7,4,1
1768,2,90,99,98,90,4,agreeableness,benevolence,excitement,,3,1,7,3,7,10,7,3,3,2,7,12,10,10,1,6,4,7,7,1,1,5
1769,1,5,20,1,95,2,conscientiousness,achievement,practicality,alcoholic drinks|tv and radio|environment|politics|sports|social networks|ngos and causes|drinks without alcohol|internet and telecommunications|travels,1,4,7,7,3,9,1,10,5,5,3,12,7,10,6,2,7,11,4,7,1,5
1770,2,96,2,15,1,40,neuroticism,benevolence,love,"politics|health, hygiene and welfare|feeding|philosophy|financial, banks and economy|internet and telecommunications|art and culture|ngos and causes|industry and energy|electronics and computers",10,1,8,2,2,6,2,8,2,6,10,12,7,8,4,8,2,4,2,1,10,4
1771,2,90,75,40,65,90,openness,benevolence,self-expresion,"health, hygiene and welfare|feeding|art and culture|politics|leisure and entertainment|insurance|medium viral|professional services|environment|tv and radio",7,1,8,3,1,10,8,4,5,5,8,12,8,10,4,1,6,1,1,4,10,6
1772,1,97,2,10,10,55,neuroticism,tradition,liberty,"health, hygiene and welfare|politics|financial, banks and economy|ngos and causes|feeding|military|religion|environment|medium viral|art and culture",10,5,4,7,7,6,2,9,1,2,8,12,2,10,6,2,2,7,1,10,8,5
1773,0,85,1,1,1,65,neuroticism,self-direction,harmony,,7,7,10,1,2,4,7,3,4,4,3,12,3,11,8,2,1,10,3,9,3,3
1774,0,5,1,85,98,25,conscientiousness,benevolence,liberty,,5,1,8,3,8,10,6,4,6,1,8,12,6,11,3,3,7,5,1,8,1,10
1775,0,4,5,5,98,4,conscientiousness,universalism,structure,"insurance|fashion|motor|feeding|health, hygiene and welfare|weather|organizations|industry and energy|professional services|electronics and computers",6,2,9,7,3,7,3,10,5,1,9,12,2,8,2,7,9,2,2,11,6,1
1776,0,50,5,4,40,85,openness,tradition,self-expresion,"electronics and computers|video game|industry and energy|leisure and entertainment|feeding|health, hygiene and welfare|internet and telecommunications|tv and radio|art and culture|media",8,4,7,10,4,2,4,8,1,2,7,12,4,7,2,1,5,10,2,11,7,5
1777,1,10,20,10,5,70,openness,universalism,self-expresion,"media|science|politics|medium viral|health, hygiene and welfare|childish|social networks|education|feeding|electronics and computers",2,3,4,4,8,10,4,9,4,1,4,12,9,2,7,1,9,9,6,7,3,4
1778,0,60,98,99,95,99,openness,conformity,ideals,"politics|art and culture|childish|social networks|financial, banks and economy|ngos and causes|health, hygiene and welfare|social groups|feeding|environment",10,7,1,6,7,3,3,7,1,3,10,12,6,8,3,3,3,1,6,1,11,9
1779,0,90,98,99,30,95,extraversion,power,challenge,"feeding|art and culture|drinks without alcohol|home and housing|health, hygiene and welfare|animals and pets|environment|science|education|books",7,3,3,7,7,1,5,6,7,1,1,12,7,7,5,1,4,7,6,7,7,1
1780,1,85,90,98,1,1,extraversion,self-direction,self-expresion,"art and culture|feeding|alcoholic drinks|comic|environment|drinks without alcohol|politics|health, hygiene and welfare|medium viral|theater and musical films",9,2,7,1,4,9,4,6,7,2,4,12,8,7,5,1,5,8,8,8,1,1
1781,0,5,20,60,96,25,conscientiousness,benevolence,curiosity,"health, hygiene and welfare|tv and radio|education|music|weather|childish|travels|social groups|leisure and entertainment|art and culture",9,1,4,5,8,9,6,7,1,3,7,12,1,10,8,5,3,2,8,10,5,3
1782,0,55,97,80,90,97,openness,benevolence,self-expresion,"politics|feeding|health, hygiene and welfare|home and housing|media|drinks without alcohol|music|medium viral|motor|tv and radio",7,1,2,5,4,10,5,9,7,2,9,12,11,6,6,1,3,5,10,4,6,1
1783,0,30,1,1,70,2,conscientiousness,benevolence,self-expresion,"politics|leisure and entertainment|tv and radio|health, hygiene and welfare|philosophy|social networks|social groups|professional services|travels|sports",8,1,3,4,7,8,5,8,5,1,6,12,8,11,4,1,3,9,10,6,4,1
1784,0,97,1,1,5,90,neuroticism,benevolence,ideals,"insurance|health, hygiene and welfare|feeding|financial, banks and economy|politics|social networks|industry and energy|home and housing|animals and pets|education",10,1,3,4,4,8,8,4,1,7,7,12,7,11,2,2,2,1,6,9,10,2
1785,2,25,25,96,99,10,conscientiousness,benevolence,excitement,"social networks|media|philosophy|art and culture|medium viral|health, hygiene and welfare|environment|drinks without alcohol|feeding|picture",10,1,7,2,4,5,8,5,8,2,7,12,3,10,1,3,8,9,1,5,6,10
1786,1,97,2,1,1,99,openness,benevolence,practicality,,8,1,1,6,3,10,5,8,7,3,7,12,5,11,8,5,2,9,3,4,1,9
1787,1,30,20,90,95,3,conscientiousness,self-indulgence,harmony,"motor|industry and energy|feeding|health, hygiene and welfare|insurance|ngos and causes|medium viral|electronics and computers|fashion|financial, banks and economy",8,3,5,6,1,8,7,4,8,1,2,12,11,6,6,9,1,2,5,9,6,2
1788,0,97,60,1,1,99,openness,benevolence,challenge,"sports|ngos and causes|politics|internet and telecommunications|organizations|education|health, hygiene and welfare|social groups|professional services|financial, banks and economy",8,1,6,1,1,10,8,6,4,4,1,12,9,11,6,1,8,4,5,1,7,9
1789,1,1,10,80,10,10,extraversion,self-indulgence,self-expresion,"politics|internet and telecommunications|environment|sports|leisure and entertainment|media|electronics and computers|health, hygiene and welfare|tv and radio|books",10,7,7,7,1,4,6,4,3,2,2,12,6,9,4,1,8,7,4,11,9,2
1790,1,35,1,1,20,98,openness,benevolence,harmony,"motor|medium viral|internet and telecommunications|media|feeding|health, hygiene and welfare|electronics and computers|financial, banks and economy|tv and radio|ngos and causes",9,1,7,4,1,10,5,8,5,3,10,12,6,8,6,2,1,8,4,4,2,10
1791,1,5,99,98,90,1,agreeableness,universalism,curiosity,"politics|electronics and computers|social networks|animals and pets|health, hygiene and welfare|industry and energy|comic|environment|science|professional services",10,2,4,7,2,6,9,7,5,1,10,12,1,11,9,1,4,6,5,8,6,3
1792,1,75,5,50,70,2,neuroticism,benevolence,curiosity,,9,1,4,7,6,10,4,8,2,2,5,12,1,8,5,7,10,2,2,11,9,2
1793,2,1,99,80,97,4,agreeableness,self-indulgence,structure,"health, hygiene and welfare|politics|financial, banks and economy|art and culture|tv and radio|home and housing|insurance|electronics and computers|philosophy|leisure and entertainment",8,7,6,5,1,10,1,8,4,1,5,12,2,3,8,5,3,11,7,8,10,1
1794,1,1,1,99,99,99,openness,benevolence,curiosity,"politics|insurance|professional services|industry and energy|financial, banks and economy|childish|health, hygiene and welfare|organizations|internet and telecommunications|beauty",8,1,4,1,7,8,6,8,4,1,4,12,1,11,1,9,6,6,8,9,5,1
1795,1,5,75,65,90,90,openness,benevolence,curiosity,military|electronics and computers|art and culture|environment|beauty|home and housing|science|education|motor|professional services,5,1,9,1,4,9,5,8,5,3,7,12,1,11,2,7,2,6,2,2,7,7
1796,1,90,50,10,2,60,neuroticism,benevolence,curiosity,motor|sports|insurance|ngos and causes|industry and energy|travels|social networks|beauty|tv and radio|professional services,9,1,5,3,6,9,8,7,3,1,9,12,1,11,3,3,7,6,3,1,9,8
1797,1,35,5,3,98,2,conscientiousness,benevolence,curiosity,"politics|health, hygiene and welfare|financial, banks and economy|philosophy|religion|internet and telecommunications|feeding|art and culture|insurance|military",8,1,4,1,7,10,6,8,4,1,3,12,1,11,5,1,7,7,7,5,7,4
1798,1,70,1,45,25,80,openness,universalism,curiosity,"politics|art and culture|health, hygiene and welfare|financial, banks and economy|feeding|medium viral|education|internet and telecommunications|philosophy|religion",4,6,10,2,9,6,4,6,2,1,10,12,1,9,7,6,4,2,4,10,7,2
1799,1,30,55,1,1,5,agreeableness,benevolence,practicality,"comic|art and culture|health, hygiene and welfare|travels|leisure and entertainment|social groups|social networks|media|insurance|organizations",7,1,2,7,6,9,2,9,5,2,3,12,8,10,6,6,4,9,4,11,1,1
1800,0,5,96,99,2,85,extraversion,benevolence,liberty,,8,1,6,1,7,8,5,8,1,1,9,12,10,4,2,4,4,2,1,7,7,10
1801,0,97,1,1,1,90,neuroticism,benevolence,challenge,travels|politics|drinks without alcohol|leisure and entertainment|music|religion|philosophy|alcoholic drinks|motor|art and culture,6,1,6,3,3,9,1,6,5,9,1,12,10,10,5,8,1,9,1,4,7,5
1802,1,80,5,1,20,96,openness,universalism,structure,"politics|health, hygiene and welfare|feeding|art and culture|leisure and entertainment|tv and radio|social networks|animals and pets|picture|comic",4,2,5,5,7,10,2,8,8,1,5,12,6,11,8,2,3,8,6,10,3,1
1803,0,15,1,96,70,70,extraversion,universalism,curiosity,,6,2,4,8,8,5,6,8,2,1,3,12,1,11,10,1,5,6,3,6,8,8
1804,1,5,35,75,60,35,extraversion,benevolence,love,"travels|politics|professional services|art and culture|financial, banks and economy|health, hygiene and welfare|military|electronics and computers|weather|internet and telecommunications",9,1,6,3,4,9,5,8,6,1,7,12,10,11,3,3,2,3,6,1,8,8
1805,0,25,96,1,98,1,conscientiousness,self-indulgence,challenge,"environment|social networks|medium viral|travels|shopping|industry and energy|feeding|media|home and housing|health, hygiene and welfare",5,9,5,4,1,5,9,3,2,8,1,12,8,7,4,2,10,6,2,8,5,10
1806,0,40,96,1,1,45,agreeableness,universalism,love,,10,8,8,2,4,7,3,4,4,1,5,12,10,11,4,2,2,7,6,1,9,7
1807,0,60,1,60,5,98,openness,benevolence,excitement,,8,1,6,3,7,10,4,8,4,1,3,12,3,11,1,1,6,10,9,3,7,7
1808,1,75,45,25,97,70,conscientiousness,benevolence,ideals,industry and energy|motor|politics|leisure and entertainment|travels|fashion|military|art and culture|environment|electronics and computers,6,1,10,4,1,8,5,7,9,1,5,12,8,6,3,3,10,1,7,1,11,8
1809,2,40,50,60,35,20,extraversion,universalism,ideals,,8,3,8,2,4,8,7,5,5,1,7,12,5,9,4,3,9,1,6,1,11,7
1810,1,97,1,1,1,20,neuroticism,universalism,harmony,"motor|feeding|electronics and computers|health, hygiene and welfare|social networks|politics|picture|medium viral|home and housing|industry and energy",8,4,6,4,7,8,2,8,2,1,4,12,11,2,9,8,1,5,5,9,5,2
1811,1,90,85,85,30,10,neuroticism,benevolence,ideals,"health, hygiene and welfare|media|leisure and entertainment|feeding|motor|politics|medium viral|internet and telecommunications|fashion|professional services",4,1,1,4,9,10,6,7,7,1,8,12,2,11,7,4,2,1,4,4,9,9
1812,1,65,1,1,80,1,conscientiousness,universalism,practicality,"electronics and computers|media|feeding|internet and telecommunications|social networks|medium viral|health, hygiene and welfare|tv and radio|politics|motor",6,3,6,2,3,10,6,6,3,1,6,12,10,10,2,2,9,8,4,5,1,6
1813,0,70,4,1,30,15,neuroticism,universalism,structure,"health, hygiene and welfare|politics|medium viral|ngos and causes|electronics and computers|insurance|professional services|social networks|art and culture|feeding",7,2,2,5,7,9,6,9,2,1,3,12,3,7,6,2,7,3,11,10,7,1
1814,1,1,10,1,4,3,agreeableness,universalism,harmony,art and culture|leisure and entertainment|theater and musical films|fashion|tv and radio|electronics and computers|politics|industry and energy|philosophy|feeding,9,2,4,6,5,9,6,8,2,1,11,12,8,8,3,5,1,3,6,1,7,8
1815,1,75,10,1,1,75,openness,self-indulgence,challenge,"art and culture|theater and musical films|comic|environment|financial, banks and economy|politics|media|health, hygiene and welfare|books|industry and energy",9,4,4,3,1,9,8,6,6,2,1,12,1,11,5,1,10,7,7,7,6,4
1816,0,65,25,5,95,20,conscientiousness,universalism,practicality,"sports|internet and telecommunications|insurance|health, hygiene and welfare|electronics and computers|tv and radio|leisure and entertainment|home and housing|professional services|ngos and causes",9,2,8,3,3,9,6,5,6,1,4,12,7,10,4,3,4,9,7,11,1,2
1817,0,1,99,98,99,99,openness,tradition,love,,7,3,9,3,3,7,3,9,1,2,2,12,6,6,4,10,8,11,8,1,3,5
1818,1,20,20,80,55,10,extraversion,self-direction,curiosity,"politics|health, hygiene and welfare|philosophy|art and culture|religion|medium viral|social groups|woman|financial, banks and economy|media",5,5,10,1,4,8,2,7,9,2,11,12,1,8,3,5,3,8,1,8,5,5
1819,0,70,80,65,20,30,agreeableness,benevolence,love,,9,1,7,1,6,9,1,8,5,1,7,12,3,11,7,5,4,7,6,1,1,10
1820,0,35,20,2,25,3,neuroticism,benevolence,love,feeding|fashion|philosophy|animals and pets|politics|environment|shopping|education|internet and telecommunications|professional services,9,1,8,4,1,9,5,6,6,1,8,12,10,10,2,2,7,5,8,1,6,2
1821,0,60,50,1,10,50,neuroticism,benevolence,ideals,"ngos and causes|military|travels|tv and radio|books|education|health, hygiene and welfare|feeding|politics|media",8,1,10,1,5,9,3,6,6,3,9,12,2,11,2,9,2,1,2,2,2,8
1822,1,85,3,1,90,2,conscientiousness,universalism,curiosity,"politics|health, hygiene and welfare|tv and radio|feeding|environment|woman|insurance|ngos and causes|financial, banks and economy|weather",8,2,3,3,6,9,3,9,6,1,6,12,1,11,10,4,5,6,2,6,6,3
1823,0,75,99,99,99,20,extraversion,tradition,curiosity,"philosophy|comic|books|art and culture|health, hygiene and welfare|social networks|medium viral|leisure and entertainment|politics|tv and radio",9,4,2,5,2,10,6,6,1,8,9,12,1,10,6,6,8,2,5,10,3,4
1824,1,1,55,10,96,10,conscientiousness,universalism,self-expresion,"electronics and computers|media|art and culture|internet and telecommunications|sports|books|social networks|video game|health, hygiene and welfare|tv and radio",9,2,7,5,2,10,4,8,6,1,7,12,3,11,9,1,1,3,3,7,10,3
1825,1,10,55,90,75,20,extraversion,security,harmony,"travels|internet and telecommunications|social networks|feeding|health, hygiene and welfare|professional services|financial, banks and economy|medium viral|weather|social groups",9,5,3,5,9,7,1,8,3,1,11,12,2,7,9,3,1,5,5,9,7,3
1826,0,35,1,98,85,98,openness,benevolence,harmony,,8,1,2,2,5,10,6,8,6,2,9,12,9,11,6,4,1,1,1,4,7,8
1827,0,1,5,60,3,15,extraversion,self-direction,harmony,,4,2,8,1,4,10,2,6,9,6,9,12,8,9,2,5,1,5,2,4,5,9
1828,2,75,70,5,85,5,conscientiousness,benevolence,self-expresion,,5,1,7,1,1,10,7,6,7,1,2,12,7,10,2,1,8,2,6,2,10,9
1829,0,1,85,25,25,97,openness,tradition,curiosity,,9,2,9,2,6,6,6,5,1,2,2,12,1,11,4,7,4,10,6,9,2,7
1830,1,10,4,1,98,1,conscientiousness,benevolence,love,"sports|politics|health, hygiene and welfare|media|religion|electronics and computers|internet and telecommunications|philosophy|tv and radio|military",8,1,5,3,4,8,8,6,6,1,9,12,10,10,2,4,2,7,5,1,6,8
1831,0,95,97,30,5,70,agreeableness,self-indulgence,ideals,,4,9,6,4,1,9,2,8,6,2,5,12,3,9,5,3,10,1,1,10,8,7
1832,0,60,15,90,60,96,openness,universalism,self-expresion,"medium viral|internet and telecommunications|leisure and entertainment|tv and radio|politics|sports|feeding|health, hygiene and welfare|social groups|media",8,2,4,2,7,10,8,6,5,1,10,12,4,11,6,1,7,1,8,4,9,1
1833,0,15,75,65,30,4,agreeableness,benevolence,love,"motor|health, hygiene and welfare|insurance|electronics and computers|politics|industry and energy|feeding|medium viral|environment|internet and telecommunications",9,1,6,4,7,9,4,8,3,1,10,12,2,8,2,5,4,8,7,1,10,5
1834,1,1,15,40,90,1,conscientiousness,benevolence,harmony,"sports|industry and energy|health, hygiene and welfare|leisure and entertainment|insurance|beauty|feeding|social networks|animals and pets|childish",5,1,6,1,3,9,6,6,9,3,7,12,10,7,3,2,1,10,4,9,5,5
1835,1,85,30,1,1,2,neuroticism,conformity,curiosity,,8,8,1,1,6,8,7,5,4,1,4,12,1,8,1,4,9,10,7,11,1,4
1836,0,65,85,1,1,2,agreeableness,conformity,challenge,"motor|insurance|financial, banks and economy|travels|social networks|religion|feeding|shopping|weather|health, hygiene and welfare",6,7,1,7,1,1,1,7,7,5,1,12,3,7,4,8,8,6,1,8,8,4
1837,0,65,1,75,1,90,openness,tradition,harmony,politics|animals and pets|philosophy|ngos and causes|leisure and entertainment|feeding|childish|religion|shopping|art and culture,7,2,5,7,3,10,3,5,1,9,6,12,10,4,8,4,1,10,8,7,1,1
1838,0,60,1,75,20,10,extraversion,benevolence,curiosity,"health, hygiene and welfare|politics|tv and radio|industry and energy|sports|music|professional services|internet and telecommunications|feeding|leisure and entertainment",6,1,8,7,2,10,9,4,5,2,8,12,1,11,5,2,6,4,2,9,6,10
1839,1,60,5,5,85,10,conscientiousness,tradition,harmony,"health, hygiene and welfare|politics|financial, banks and economy|leisure and entertainment|animals and pets|feeding|tv and radio|art and culture|philosophy|drinks without alcohol",8,4,4,3,7,8,4,8,1,1,11,12,2,4,10,2,1,4,4,8,4,8
1840,0,1,25,98,98,96,extraversion,benevolence,love,motor|travels|insurance|social networks|politics|shopping|picture|industry and energy|leisure and entertainment|artworks,6,1,9,2,6,10,8,4,5,3,10,12,8,4,3,5,2,7,5,1,8,11
1841,1,60,50,1,10,98,openness,security,stability,"childish|insurance|education|politics|social networks|financial, banks and economy|motor|ngos and causes|leisure and entertainment|health, hygiene and welfare",9,2,2,7,5,9,1,8,2,6,6,12,8,1,9,4,7,2,11,9,4,3
1842,1,20,55,1,85,4,conscientiousness,self-direction,harmony,,4,5,7,1,1,10,9,3,7,5,8,12,8,11,3,7,1,6,5,2,4,8
1843,1,85,98,99,1,97,extraversion,conformity,challenge,"tv and radio|media|medium viral|electronics and computers|leisure and entertainment|internet and telecommunications|health, hygiene and welfare|art and culture|politics|environment",9,4,1,8,9,1,6,6,5,1,1,12,8,8,4,3,5,6,7,8,8,1
1844,2,3,1,4,98,55,conscientiousness,benevolence,challenge,"industry and energy|electronics and computers|art and culture|politics|theater and musical films|internet and telecommunications|leisure and entertainment|tv and radio|health, hygiene and welfare|environment",8,1,6,2,2,8,8,7,4,4,1,12,6,9,2,4,10,10,7,8,5,2
1845,0,85,5,60,55,3,neuroticism,universalism,love,,5,6,10,2,3,9,6,4,6,1,2,12,9,6,2,2,9,7,7,1,9,2
1846,1,1,60,50,70,2,conscientiousness,self-direction,challenge,"industry and energy|motor|electronics and computers|environment|feeding|health, hygiene and welfare|financial, banks and economy|politics|art and culture|fashion",6,2,9,1,2,8,9,5,6,2,1,12,4,9,1,4,8,9,1,6,11,7
1847,0,40,1,85,45,2,extraversion,security,challenge,art and culture|theater and musical films|music|leisure and entertainment|industry and energy|politics|religion|tv and radio|organizations|internet and telecommunications,10,6,4,7,5,7,1,7,3,1,1,12,1,10,9,6,3,3,3,8,7,10
1848,1,96,1,1,1,95,neuroticism,universalism,structure,"financial, banks and economy|health, hygiene and welfare|electronics and computers|feeding|internet and telecommunications|insurance|ngos and causes|politics|industry and energy|tv and radio",8,3,8,2,8,7,4,6,5,1,2,12,11,8,4,3,8,6,5,8,6,1
1849,1,10,1,1,70,45,conscientiousness,benevolence,self-expresion,"health, hygiene and welfare|politics|medium viral|art and culture|insurance|social networks|religion|military|professional services|home and housing",9,1,5,2,5,9,7,8,3,3,8,12,2,10,5,1,7,4,6,2,9,10
1850,0,1,4,1,98,5,conscientiousness,benevolence,self-expresion,"politics|health, hygiene and welfare|financial, banks and economy|philosophy|ngos and causes|alcoholic drinks|home and housing|insurance|feeding|environment",9,1,4,3,7,9,6,8,4,1,9,12,3,10,3,1,5,8,7,1,10,5
1851,0,3,1,15,10,1,extraversion,universalism,self-expresion,"financial, banks and economy|tv and radio|weather|sports|internet and telecommunications|motor|environment|philosophy|social networks|home and housing",7,2,2,4,8,8,4,8,6,1,2,12,5,10,8,1,5,8,3,10,5,3
1852,0,90,80,1,1,99,openness,benevolence,liberty,,9,1,6,1,1,9,7,8,5,4,6,12,9,7,7,5,4,9,1,9,1,1
1853,1,40,5,30,2,90,openness,benevolence,self-expresion,"politics|art and culture|feeding|animals and pets|health, hygiene and welfare|leisure and entertainment|media|industry and energy|social networks|comic",8,1,3,6,5,8,3,8,7,1,10,12,3,10,3,1,2,6,8,9,6,3
1854,0,97,1,15,95,98,openness,tradition,harmony,,8,3,3,6,3,8,7,8,1,1,8,12,10,11,3,7,1,3,5,2,9,6
1855,0,1,75,98,85,95,extraversion,achievement,challenge,,1,8,7,1,6,10,5,9,1,1,1,12,9,1,9,5,7,6,7,9,1,1
1856,1,1,5,30,20,90,openness,benevolence,self-expresion,"politics|industry and energy|art and culture|social networks|health, hygiene and welfare|weather|financial, banks and economy|feeding|fashion|education",9,1,8,6,6,10,3,4,4,1,11,12,4,10,4,1,2,9,4,8,2,4
1857,1,75,97,99,60,99,openness,tradition,love,"social networks|internet and telecommunications|medium viral|politics|electronics and computers|financial, banks and economy|insurance|organizations|professional services|health, hygiene and welfare",8,3,3,6,6,8,3,8,1,1,5,12,9,7,7,6,3,2,9,1,9,4
1858,0,80,25,25,10,30,neuroticism,universalism,excitement,"sports|internet and telecommunications|health, hygiene and welfare|tv and radio|art and culture|media|politics|leisure and entertainment|video game|feeding",7,2,8,2,2,10,5,5,8,1,9,12,7,9,1,5,1,8,6,3,3,9
1859,1,1,99,98,98,98,agreeableness,universalism,curiosity,"feeding|health, hygiene and welfare|social networks|industry and energy|comic|artworks|motor|leisure and entertainment|home and housing|books",10,2,7,2,5,8,6,8,2,1,10,12,1,7,9,2,5,11,7,5,2,2
1860,1,10,75,70,90,50,conscientiousness,security,self-expresion,"health, hygiene and welfare|politics|electronics and computers|feeding|tv and radio|financial, banks and economy|ngos and causes|art and culture|internet and telecommunications|education",7,3,6,3,7,7,1,7,5,1,7,12,2,11,2,1,4,4,7,4,10,7
1861,0,97,80,10,25,1,neuroticism,benevolence,practicality,"health, hygiene and welfare|leisure and entertainment|philosophy|tv and radio|art and culture|childish|insurance|feeding|drinks without alcohol|internet and telecommunications",9,1,8,4,5,9,6,6,1,3,11,12,7,10,4,4,2,8,8,6,1,3
1862,0,97,1,97,1,1,extraversion,benevolence,self-expresion,,8,1,7,1,6,8,5,8,1,1,4,12,2,10,7,1,10,5,2,9,5,7
1863,1,15,1,15,90,20,conscientiousness,benevolence,self-expresion,social networks|politics|internet and telecommunications|sports|ngos and causes|video game|animals and pets|tv and radio|electronics and computers|media,5,1,8,10,2,3,8,5,5,3,9,12,5,9,3,1,3,7,2,5,8,11
1864,0,40,15,1,25,1,neuroticism,benevolence,excitement,motor|industry and energy|leisure and entertainment|insurance|sports|art and culture|environment|philosophy|shopping|feeding,5,1,7,8,1,10,5,9,1,1,4,12,8,6,1,6,11,3,4,10,8,1
1865,1,30,1,70,97,65,conscientiousness,universalism,ideals,"insurance|social networks|financial, banks and economy|medium viral|health, hygiene and welfare|politics|internet and telecommunications|feeding|electronics and computers|philosophy",8,3,6,5,2,10,3,8,6,1,6,12,7,10,2,7,5,1,3,4,10,7
1866,0,95,10,3,25,97,openness,universalism,challenge,,8,3,10,5,7,5,2,8,3,1,1,12,2,11,4,2,10,6,4,7,8,8
1867,0,97,99,65,1,1,agreeableness,benevolence,structure,,8,1,7,2,2,8,2,8,6,5,2,12,10,2,8,7,2,10,8,6,2,1
1868,0,30,1,1,1,10,neuroticism,universalism,self-expresion,"industry and energy|motor|health, hygiene and welfare|tv and radio|theater and musical films|politics|alcoholic drinks|drinks without alcohol|art and culture|shopping",6,2,9,3,6,10,3,8,3,1,3,12,2,3,6,1,9,6,3,11,9,6
1869,0,97,1,1,20,65,neuroticism,self-direction,self-expresion,"tv and radio|social networks|art and culture|music|politics|video game|health, hygiene and welfare|fashion|drinks without alcohol|home and housing",10,6,8,1,3,6,5,4,8,1,6,12,3,8,8,1,5,10,6,10,1,3
1870,0,65,60,5,98,99,openness,benevolence,liberty,,8,1,8,3,3,10,7,1,6,3,2,12,6,4,4,7,7,2,1,7,11,10
1871,1,97,1,1,1,1,neuroticism,benevolence,harmony,"politics|health, hygiene and welfare|social networks|feeding|tv and radio|leisure and entertainment|art and culture|financial, banks and economy|environment|electronics and computers",8,1,4,6,1,8,7,8,5,1,10,12,10,2,4,7,1,2,7,7,5,6
1872,3,85,1,3,65,1,neuroticism,benevolence,self-expresion,"politics|health, hygiene and welfare|feeding|financial, banks and economy|animals and pets|art and culture|education|media|ngos and causes|home and housing",9,1,6,2,2,9,8,6,2,5,6,12,6,11,2,1,6,5,2,4,9,9
1873,0,5,98,99,70,99,openness,conformity,challenge,,4,6,1,9,1,9,1,5,7,7,1,12,10,10,8,1,4,8,5,7,3,5
1874,1,35,10,85,3,3,extraversion,benevolence,harmony,"art and culture|comic|politics|leisure and entertainment|social networks|tv and radio|environment|health, hygiene and welfare|travels|industry and energy",7,1,5,5,7,7,2,10,4,2,7,12,3,7,5,7,1,5,10,10,3,2
1875,1,98,90,85,98,25,conscientiousness,benevolence,harmony,,6,1,7,1,1,7,7,1,7,5,5,12,11,9,7,3,1,5,10,1,7,4
1876,1,60,1,75,95,1,conscientiousness,benevolence,self-expresion,"sports|motor|leisure and entertainment|art and culture|politics|industry and energy|travels|health, hygiene and welfare|electronics and computers|insurance",4,1,9,1,7,9,7,5,6,1,6,12,4,9,2,1,6,11,4,3,8,9
1877,0,1,96,97,1,1,extraversion,security,challenge,tv and radio|travels|motor|industry and energy|weather|art and culture|politics|electronics and computers|shopping|environment,3,7,6,7,3,10,1,9,1,5,1,12,8,1,8,6,8,5,7,8,1,1
1878,0,1,5,90,1,97,openness,security,harmony,"tv and radio|leisure and entertainment|art and culture|music|politics|insurance|medium viral|theater and musical films|financial, banks and economy|health, hygiene and welfare",8,2,2,7,2,10,1,8,6,2,9,12,8,5,9,5,1,4,3,2,5,11
1879,2,5,55,40,90,80,conscientiousness,universalism,self-expresion,fashion|leisure and entertainment|music|picture|shopping|weather|philosophy|travels|art and culture|animals and pets,9,2,7,2,7,9,4,6,5,1,7,12,4,11,3,1,4,4,2,9,7,9
1880,1,70,85,35,20,1,agreeableness,benevolence,stability,"weather|tv and radio|art and culture|internet and telecommunications|ngos and causes|theater and musical films|health, hygiene and welfare|media|childish|comic",8,1,2,6,3,10,3,8,3,6,8,12,11,1,10,4,4,6,8,7,3,1
1881,1,97,3,15,1,15,neuroticism,security,challenge,"financial, banks and economy|feeding|politics|ngos and causes|health, hygiene and welfare|internet and telecommunications|books|education|leisure and entertainment|weather",7,4,6,5,7,10,1,9,1,1,1,12,10,10,4,4,8,2,4,9,4,3
1882,0,20,85,2,80,20,agreeableness,self-indulgence,self-expresion,"organizations|leisure and entertainment|electronics and computers|financial, banks and economy|internet and telecommunications|ngos and causes|drinks without alcohol|politics|philosophy|industry and energy",6,2,10,2,1,9,4,8,6,4,8,12,6,11,3,1,3,5,6,1,10,8
